Country Name,Country Code,Series Name,Series Code,1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Middle East & North Africa (IDA & IBRD countries),TMN,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.95002548,..,..,..,..,..,..,..,..,..,43.4059949,..,..,..,..,..,..,..,..,..,27.44329331,..,..,..,..,23.02111455
Middle East & North Africa (IDA & IBRD countries),TMN,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.33520194,..,..,..,..,..,..,..,..,..,48.55605519,..,..,..,..,..,..,..,..,..,31.57113951,..,..,..,..,26.70019637
IDA & IBRD total,IBT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.703276908,5.64028788,5.556356478,5.456564926,5.327862323,5.198232117,5.049793106,4.902030363,4.752985549,4.61261525,4.483141019,4.368596695,4.271750508,4.190776982,4.12134621,4.080489226,4.042294361,4.003975406,3.964658718,3.921977699,3.867403063,3.793807157,3.705942154,3.606258039,3.49905293,3.392657115,3.287295665,3.196095379,3.111687318,3.038814111,2.973679124,2.924055187,2.878560813,2.84232998,2.81190576,2.786671334,2.76205955,2.740862764,2.715684236,2.695342455,2.678623042,2.663668416,2.646047196,2.629330401,2.613126602,2.602771051,2.588671901,2.57596764,..
IDA & IBRD total,IBT,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,90.12289083,87.9410995,85.96751199,84.29730786,82.80851959,81.71927089,81.44779302,81.16834947,80.68534891,79.9415974,78.97972078,78.54046931,78.01217583,77.48350193,76.8316325,76.17199379,75.38140428,74.78066553,74.37838335,74.10776837,73.98548123,73.09662337,72.34709676,71.70652037,71.18342543,70.74444317,69.92111643,68.97847173,67.8271281,66.38631087,64.78028088,63.53157528,62.08779247,60.48217751,58.71890312,56.83242142,55.16077318,53.71568562,52.58458786,51.70898658,51.09589638,50.84348634,50.64764883,50.41431811,50.13098367,49.81554264,49.33880602,48.75293326,48.03823838
IDA & IBRD total,IBT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,169.5030609,163.50845,159.2296308,156.0213059,152.7655883,149.4278204,146.4923885,143.1012873,139.5905971,136.1556322,132.8116684,129.3434459,125.495337,121.7456593,118.3290447,114.7724498,111.7504104,109.125068,106.7994067,104.8417734,103.1224099,101.674436,100.3974935,99.21776077,98.01180855,96.94621758,95.39998213,93.59930975,91.80947088,89.75962455,87.34138918,84.6844095,81.8450587,78.87257282,75.85622998,73.11153446,69.89926102,67.03665813,64.27299789,61.79954031,59.01848896,56.83437521,54.29779647,52.15923609,50.24448477,48.51758737,47.03500371
IDA & IBRD total,IBT,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.76473342,..,..,..,..,..,..,..,..,..,82.18643413,..,..,..,..,..,..,..,..,..,54.3708941,..,..,..,..,44.6545338
IDA & IBRD total,IBT,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104.4449274,..,..,..,..,..,..,..,..,..,87.07078041,..,..,..,..,..,..,..,..,..,58.89853769,..,..,..,..,49.3273774
Europe & Central Asia (IDA & IBRD countries),TEC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.84192817,2.805976922,2.767784366,2.758343243,2.751892053,2.740353267,2.709162251,2.70945581,2.67441706,2.647802257,2.609123428,2.577057026,2.559409475,2.530085975,2.507314393,2.558730676,2.589146695,2.566543563,2.542513521,2.565358012,2.568173355,2.498964743,2.405635062,2.302055576,2.203330446,2.087515952,1.965045841,1.915805764,1.847747079,1.780004058,1.716098467,1.676763088,1.621762057,1.617368375,1.607756558,1.62404908,1.621616861,1.649799875,1.62922131,1.656992495,1.721727405,1.791096626,1.803334706,1.802380966,1.795239014,1.850183802,1.838236089,1.834535473,..
Europe & Central Asia (IDA & IBRD countries),TEC,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.74552243,45.32188059,45.83416572,46.1967297,46.39893822,46.56206668,46.93828767,47.3573081,47.82803866,48.28715928,48.74318776,49.24468185,49.78481687,50.36419754,50.93583739,51.55012693,51.883794,52.12538807,52.25009948,52.28603156,52.23866521,52.10384012,51.94863702,51.7922482,51.66665875,51.52551246,49.12096404,46.71621605,44.30526978,41.90175879,39.46867246,37.57874214,35.68381157,33.81266936,31.91628515,30.02282569,30.0102553,30.01091462,30.01526663,30.01288195,29.99267553,29.55850496,29.13155507,28.69712355,28.25116876,27.80284973,26.76324292,25.71939633,24.66139169
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,80.02208889,78.85744217,76.09493052,73.35330363,71.45330751,69.28420899,68.0171607,66.053951,68.43615859,64.98715275,62.129806,60.6768193,58.31554285,55.50464212,53.40139131,51.44908777,49.69785481,48.46553338,46.99223069,46.19021623,45.77343533,45.62272866,45.37630571,44.90306073,44.02450082,42.7327478,41.21639381,39.47371968,37.62197499,35.71969214,33.79006308,31.91995746,30.08856509,28.36409453,26.79030815,25.31227099,23.95689392,22.73406185,21.57913662,20.52627167,19.55809048,18.63238965,17.83261735,17.03897537,16.39229897
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.75057159,..,..,..,..,..,..,..,..,..,31.97085649,..,..,..,..,..,..,..,..,..,18.1665504,..,..,..,..,14.49341089
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.44114169,..,..,..,..,..,..,..,..,..,39.2914018,..,..,..,..,..,..,..,..,..,22.77301062,..,..,..,..,18.17117191
East Asia & Pacific (IDA & IBRD countries),TEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.228141917,6.117664174,5.955837868,5.743631057,5.482476467,5.184953502,4.866656671,4.541467246,4.22614683,3.933256719,3.67187772,3.447800523,3.267012003,3.133646784,3.0488448,3.003167719,2.984076086,2.983044482,2.984376677,2.972162337,2.939568316,2.879649375,2.791792122,2.676462836,2.542551688,2.400001973,2.262575454,2.135982165,2.028644405,1.941844317,1.876818672,1.831222652,1.802488,1.788058475,1.785227817,1.787584718,1.792884566,1.798038359,1.800229602,1.802046135,1.80209777,1.802734529,1.803457487,1.80468551,1.806392456,1.807930697,1.809909221,1.812171963,..
East Asia & Pacific (IDA & IBRD countries),TEA,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.77924992,58.60684088,54.62671518,50.88838597,47.37181735,44.13414186,42.34030062,40.50396808,38.45521696,36.1491491,33.62004635,33.17831954,32.69908519,32.2671602,31.83004703,31.41867723,31.42846156,31.55148864,31.77026387,32.047251,32.37167758,31.34865961,30.3848953,29.46900343,28.64014616,27.86420901,26.75133889,25.61453259,24.40424632,23.02318346,21.57892028,21.49503193,21.27790349,20.91095605,20.3854747,19.73911242,19.24430696,18.91547479,18.80730201,18.80482725,18.99493308,19.42346382,19.96494204,20.5386744,21.17910262,21.84270021,22.46193206,23.02412176,23.49029616
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,123.263748,118.0148876,113.0118903,108.1064717,103.316262,98.64943377,95.83255299,91.43325986,87.22226032,84.10451611,80.54668168,77.20851649,74.15918152,71.36387409,68.83032578,66.70027366,64.97280347,63.65340948,62.53724688,61.65240746,60.78309842,59.79882215,58.65363089,57.28265313,55.63024753,53.84020347,52.02334436,50.20346994,48.33275796,46.4116489,44.42269314,42.29478078,40.02392985,37.72711002,35.43130807,34.26164399,31.20601185,29.32560354,27.63522348,26.94151743,24.56257094,23.19101337,21.93543038,20.7690998,19.67692307,18.72642777,17.94522178
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.1961693,..,..,..,..,..,..,..,..,..,39.02424952,..,..,..,..,..,..,..,..,..,20.96156384,..,..,..,..,16.1627093
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.21642351,..,..,..,..,..,..,..,..,..,45.41259433,..,..,..,..,..,..,..,..,..,25.29892721,..,..,..,..,19.60381635
South Asia (IDA & IBRD),TSA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.93312222,5.89338795,5.848191107,5.797511513,5.740315484,5.676891233,5.607902844,5.535236055,5.460944325,5.388722247,5.318562818,5.251593199,5.18740878,5.125227552,5.061661251,4.994865005,4.922849595,4.845594003,4.762094421,4.672323087,4.578393902,4.482236552,4.384280136,4.287558601,4.193239031,4.102365638,4.015125083,3.931735153,3.8512075,3.772361358,3.694445897,3.61669255,3.53883292,3.461031706,3.38437521,3.308974979,3.235679676,3.164300308,3.093909654,3.024661118,2.956187112,2.887387179,2.821433849,2.758055224,2.699511409,2.646021159,2.599088513,2.557652618,..
South Asia (IDA & IBRD),TSA,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.118555164,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.6421036,116.6250396,116.6825163,116.8354144,116.8477523,116.9422746,116.61938,116.3656306,116.1621726,116.1507978,116.1484011,116.3852226,116.5737002,116.7087182,116.7683096,116.7823479,115.7844394,114.7505488,113.6887885,112.5976267,111.4844402,108.7092324,105.9628873,103.2557275,100.5801613,97.93486723,94.64769867,91.34690405,88.01843538,84.66514301,81.28387476,78.05140121,74.81526555,71.58617351,68.37586366,65.16894054,62.34035251,59.5211191,56.7106931,53.88862708,51.07415806,48.64821934,46.23087783,43.82205349,41.42837127,39.02843214,36.99260291,34.94113145,32.87234931
South Asia (IDA & IBRD),TSA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,223.1817926,219.7583288,216.5597976,213.3422952,210.0928508,206.5825652,202.990547,199.0601776,194.9752899,190.5991751,185.8446119,181.0493165,176.079102,171.2223433,166.485854,161.9671337,157.6469897,153.3695951,149.291255,145.2010858,141.1766243,137.1512216,133.1393359,129.3028605,125.5367659,121.9403393,118.3665869,114.8589486,111.3255022,107.8021979,104.3136642,100.6884613,97.16314489,93.60709108,90.1713579,86.8434573,83.65256802,80.63857502,77.55538375,74.65962856,71.88494753,69.21229987,66.58101631,64.04189059,61.57866646,59.09322268,56.82418113,54.62570336,52.5841596
South Asia (IDA & IBRD),TSA,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131.7003415,..,..,..,..,..,..,..,..,..,96.40003335,..,..,..,..,..,..,..,..,..,65.25949316,..,..,..,..,52.68826717
South Asia (IDA & IBRD),TSA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127.0338613,..,..,..,..,..,..,..,..,..,90.99606679,..,..,..,..,..,..,..,..,..,62.83599819,..,..,..,..,52.50389478
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.681839304,6.69507298,6.711100174,6.728801402,6.746994871,6.764399068,6.778833804,6.78950809,6.795571673,6.796529565,6.793917447,6.786858851,6.776023197,6.760977934,6.741481076,6.717455488,6.690871792,6.659647654,6.623876165,6.58273361,6.535189012,6.483059231,6.42532858,6.364022262,6.298362812,6.232512869,6.168741937,6.107681137,6.04980597,5.995022916,5.942039057,5.891340311,5.842024561,5.792918015,5.743988767,5.696190824,5.645797379,5.593264401,5.538047334,5.480091447,5.420808056,5.36092569,5.300194145,5.238239226,5.174110718,5.108192367,5.040316777,4.971242532,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.323088359,..,..,..,..,..,..,..,..,..,..,4.618811133,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,151.1664046,151.4316367,151.7123945,151.9983213,152.2784366,152.5716604,152.8412608,153.1072211,153.3657174,153.5897605,153.8382415,153.0004658,152.1741987,151.3501611,150.4651185,149.5903974,148.5468297,147.4949408,146.4341575,145.3260855,144.224084,142.9338788,141.6620749,140.4137763,139.1595531,137.9247102,136.8894622,135.8216777,134.7095629,133.5403203,132.3252175,131.0971717,129.8717888,128.6769484,127.5166213,126.4408232,124.6596916,122.9172863,121.2022927,119.4817587,117.7845143,115.8948671,113.9928729,112.0688353,110.0986659,108.1154008,105.5582475,103.0003098,100.4448208
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,257.267227,250.5159493,247.2913375,243.6699316,240.0776827,236.531161,232.6368281,222.5478006,218.4758,214.4887404,210.530588,206.5345165,204.0753232,201.3946356,198.2368847,195.3046595,192.687388,190.3978321,188.5117461,186.9440449,185.3381843,183.8226021,182.3524851,180.8993879,179.4445365,177.9532569,176.4884364,175.85833,173.2265513,169.904587,167.1223491,163.7761395,159.4514681,154.834546,149.7408647,144.2713028,138.6131724,132.8976178,127.2270404,121.7075897,116.3224997,111.1201358,106.162587,101.3962457,97.07518072,93.02238768,89.35777729,86.05960392,83.17997409
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171.5597401,..,..,..,..,..,..,..,..,..,146.4650375,..,..,..,..,..,..,..,..,..,94.99682759,..,..,..,..,77.50952945
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189.7889791,..,..,..,..,..,..,..,..,..,162.7953048,..,..,..,..,..,..,..,..,..,107.5075273,..,..,..,..,88.70159549
